jurisdiction,date,deaths,cause
Oklahoma,2021-01-23,159,cancer
Oklahoma,2021-01-23,259,heart
Oklahoma,2021-01-23,1306,all
Oklahoma,2021-01-23,1226,natural
Oklahoma,2021-01-30,152,cancer
Oklahoma,2021-01-30,239,heart
Oklahoma,2021-01-30,1169,all
Oklahoma,2021-01-30,1100,natural
Oklahoma,2021-02-06,147,cancer
Oklahoma,2021-02-06,259,heart
Oklahoma,2021-02-06,1053,all
Oklahoma,2021-02-06,988,natural
Oklahoma,2021-02-13,139,cancer
Oklahoma,2021-02-13,227,heart
Oklahoma,2021-02-13,984,all
Oklahoma,2021-02-13,909,natural
Oklahoma,2021-02-20,159,cancer
Oklahoma,2021-02-20,257,heart
Oklahoma,2021-02-20,1011,all
Oklahoma,2021-02-20,942,natural
Oklahoma,2021-02-27,138,cancer
Oklahoma,2021-02-27,229,heart
Oklahoma,2021-02-27,917,all
Oklahoma,2021-02-27,843,natural
Oklahoma,2021-03-06,143,cancer
Oklahoma,2021-03-06,224,heart
Oklahoma,2021-03-06,879,all
Oklahoma,2021-03-06,791,natural
Oklahoma,2021-03-13,156,cancer
Oklahoma,2021-03-13,223,heart
Oklahoma,2021-03-13,840,all
Oklahoma,2021-03-13,768,natural
Oklahoma,2021-03-20,125,cancer
Oklahoma,2021-03-20,211,heart
Oklahoma,2021-03-20,766,all
Oklahoma,2021-03-20,686,natural
Oklahoma,2021-03-27,165,cancer
Oklahoma,2021-03-27,212,heart
Oklahoma,2021-03-27,825,all
Oklahoma,2021-03-27,766,natural
Oklahoma,2021-04-03,142,cancer
Oklahoma,2021-04-03,212,heart
Oklahoma,2021-04-03,777,all
Oklahoma,2021-04-03,717,natural
Oklahoma,2021-04-10,164,cancer
Oklahoma,2021-04-10,215,heart
Oklahoma,2021-04-10,822,all
Oklahoma,2021-04-10,743,natural
Oklahoma,2021-04-17,156,cancer
Oklahoma,2021-04-17,207,heart
Oklahoma,2021-04-17,772,all
Oklahoma,2021-04-17,720,natural
Oklahoma,2021-04-24,152,cancer
Oklahoma,2021-04-24,217,heart
Oklahoma,2021-04-24,773,all
Oklahoma,2021-04-24,719,natural
Oklahoma,2021-05-01,143,cancer
Oklahoma,2021-05-01,192,heart
Oklahoma,2021-05-01,724,all
Oklahoma,2021-05-01,674,natural
Oklahoma,2021-05-08,160,cancer
Oklahoma,2021-05-08,216,heart
Oklahoma,2021-05-08,809,all
Oklahoma,2021-05-08,751,natural
Oklahoma,2021-05-15,156,cancer
Oklahoma,2021-05-15,195,heart
Oklahoma,2021-05-15,762,all
Oklahoma,2021-05-15,716,natural
Oklahoma,2021-05-22,153,cancer
Oklahoma,2021-05-22,178,heart
Oklahoma,2021-05-22,763,all
Oklahoma,2021-05-22,727,natural
Oklahoma,2021-05-29,153,cancer
Oklahoma,2021-05-29,184,heart
Oklahoma,2021-05-29,732,all
Oklahoma,2021-05-29,695,natural
Oklahoma,2021-06-05,145,cancer
Oklahoma,2021-06-05,173,heart
Oklahoma,2021-06-05,726,all
Oklahoma,2021-06-05,687,natural
Oklahoma,2021-06-12,144,cancer
Oklahoma,2021-06-12,213,heart
Oklahoma,2021-06-12,780,all
Oklahoma,2021-06-12,752,natural
Oklahoma,2021-06-19,158,cancer
Oklahoma,2021-06-19,176,heart
Oklahoma,2021-06-19,764,all
Oklahoma,2021-06-19,717,natural
Oklahoma,2021-06-26,147,cancer
Oklahoma,2021-06-26,166,heart
Oklahoma,2021-06-26,682,all
Oklahoma,2021-06-26,645,natural
Oklahoma,2021-07-03,151,cancer
Oklahoma,2021-07-03,161,heart
Oklahoma,2021-07-03,658,all
Oklahoma,2021-07-03,631,natural
Oklahoma,2021-07-10,111,cancer
Oklahoma,2021-07-10,127,heart
Oklahoma,2021-07-10,561,all
Oklahoma,2021-07-10,532,natural
Oklahoma,2021-07-17,65,cancer
Oklahoma,2021-07-17,102,heart
Oklahoma,2021-07-17,331,all
Oklahoma,2021-07-17,320,natural
Oregon,2020-01-04,159,cancer
Oregon,2020-01-04,139,heart
Oregon,2020-01-04,737,all
Oregon,2020-01-04,683,natural
Oregon,2020-01-11,182,cancer
Oregon,2020-01-11,120,heart
Oregon,2020-01-11,764,all
Oregon,2020-01-11,686,natural
Oregon,2020-01-18,167,cancer
Oregon,2020-01-18,139,heart
Oregon,2020-01-18,769,all
Oregon,2020-01-18,703,natural
Oregon,2020-01-25,146,cancer
Oregon,2020-01-25,138,heart
Oregon,2020-01-25,745,all
Oregon,2020-01-25,690,natural
Oregon,2020-02-01,155,cancer
Oregon,2020-02-01,139,heart
Oregon,2020-02-01,728,all
Oregon,2020-02-01,662,natural
Oregon,2020-02-08,157,cancer
Oregon,2020-02-08,145,heart
Oregon,2020-02-08,727,all
Oregon,2020-02-08,671,natural
Oregon,2020-02-15,165,cancer
Oregon,2020-02-15,158,heart
Oregon,2020-02-15,783,all
Oregon,2020-02-15,732,natural
Oregon,2020-02-22,162,cancer
Oregon,2020-02-22,150,heart
Oregon,2020-02-22,733,all
Oregon,2020-02-22,673,natural
Oregon,2020-02-29,146,cancer
Oregon,2020-02-29,150,heart
Oregon,2020-02-29,735,all
Oregon,2020-02-29,666,natural
Oregon,2020-03-07,158,cancer
Oregon,2020-03-07,148,heart
Oregon,2020-03-07,788,all
Oregon,2020-03-07,716,natural
Oregon,2020-03-14,149,cancer
Oregon,2020-03-14,139,heart
Oregon,2020-03-14,746,all
Oregon,2020-03-14,689,natural
Oregon,2020-03-21,156,cancer
Oregon,2020-03-21,127,heart
Oregon,2020-03-21,775,all
Oregon,2020-03-21,699,natural
Oregon,2020-03-28,141,cancer
Oregon,2020-03-28,147,heart
Oregon,2020-03-28,768,all
Oregon,2020-03-28,717,natural
Oregon,2020-04-04,161,cancer
Oregon,2020-04-04,139,heart
Oregon,2020-04-04,778,all
Oregon,2020-04-04,719,natural
Oregon,2020-04-11,173,cancer
Oregon,2020-04-11,135,heart
Oregon,2020-04-11,769,all
Oregon,2020-04-11,704,natural
Oregon,2020-04-18,160,cancer
Oregon,2020-04-18,147,heart
Oregon,2020-04-18,765,all
Oregon,2020-04-18,708,natural
Oregon,2020-04-25,155,cancer
Oregon,2020-04-25,145,heart
Oregon,2020-04-25,770,all
Oregon,2020-04-25,710,natural
Oregon,2020-05-02,161,cancer
Oregon,2020-05-02,131,heart
Oregon,2020-05-02,714,all
Oregon,2020-05-02,649,natural
Oregon,2020-05-09,145,cancer
Oregon,2020-05-09,136,heart
Oregon,2020-05-09,703,all
Oregon,2020-05-09,628,natural
Oregon,2020-05-16,158,cancer
Oregon,2020-05-16,143,heart
Oregon,2020-05-16,716,all
Oregon,2020-05-16,653,natural
Oregon,2020-05-23,167,cancer
Oregon,2020-05-23,133,heart
Oregon,2020-05-23,744,all
Oregon,2020-05-23,652,natural
Oregon,2020-05-30,150,cancer
Oregon,2020-05-30,160,heart
Oregon,2020-05-30,748,all
Oregon,2020-05-30,676,natural
Oregon,2020-06-06,135,cancer
Oregon,2020-06-06,124,heart
Oregon,2020-06-06,683,all
Oregon,2020-06-06,618,natural
Oregon,2020-06-13,158,cancer
Oregon,2020-06-13,141,heart
Oregon,2020-06-13,727,all
Oregon,2020-06-13,654,natural
Oregon,2020-06-20,166,cancer
Oregon,2020-06-20,146,heart
Oregon,2020-06-20,731,all
Oregon,2020-06-20,675,natural
Oregon,2020-06-27,146,cancer
Oregon,2020-06-27,118,heart
Oregon,2020-06-27,689,all
Oregon,2020-06-27,618,natural
Oregon,2020-07-04,156,cancer
Oregon,2020-07-04,149,heart
Oregon,2020-07-04,760,all
Oregon,2020-07-04,693,natural
Oregon,2020-07-11,148,cancer
Oregon,2020-07-11,110,heart
Oregon,2020-07-11,713,all
Oregon,2020-07-11,636,natural
Oregon,2020-07-18,167,cancer
Oregon,2020-07-18,147,heart
Oregon,2020-07-18,759,all
Oregon,2020-07-18,676,natural
Oregon,2020-07-25,157,cancer
Oregon,2020-07-25,121,heart
Oregon,2020-07-25,740,all
Oregon,2020-07-25,653,natural
Oregon,2020-08-01,115,cancer
Oregon,2020-08-01,139,heart
Oregon,2020-08-01,719,all
Oregon,2020-08-01,638,natural
Oregon,2020-08-08,161,cancer
Oregon,2020-08-08,133,heart
Oregon,2020-08-08,768,all
Oregon,2020-08-08,693,natural
Oregon,2020-08-15,157,cancer
Oregon,2020-08-15,145,heart
Oregon,2020-08-15,777,all
Oregon,2020-08-15,693,natural
Oregon,2020-08-22,166,cancer
Oregon,2020-08-22,146,heart
Oregon,2020-08-22,789,all
Oregon,2020-08-22,715,natural
Oregon,2020-08-29,173,cancer
Oregon,2020-08-29,142,heart
Oregon,2020-08-29,749,all
Oregon,2020-08-29,690,natural
Oregon,2020-09-05,157,cancer
Oregon,2020-09-05,126,heart
Oregon,2020-09-05,707,all
Oregon,2020-09-05,625,natural
Oregon,2020-09-12,160,cancer
Oregon,2020-09-12,140,heart
Oregon,2020-09-12,737,all
Oregon,2020-09-12,662,natural
Oregon,2020-09-19,174,cancer
Oregon,2020-09-19,136,heart
Oregon,2020-09-19,790,all
Oregon,2020-09-19,713,natural
Oregon,2020-09-26,164,cancer
Oregon,2020-09-26,144,heart
Oregon,2020-09-26,730,all
Oregon,2020-09-26,671,natural
Oregon,2020-10-03,162,cancer
Oregon,2020-10-03,126,heart
Oregon,2020-10-03,733,all
Oregon,2020-10-03,645,natural
Oregon,2020-10-10,170,cancer
Oregon,2020-10-10,136,heart
Oregon,2020-10-10,761,all
Oregon,2020-10-10,680,natural
Oregon,2020-10-17,133,cancer
Oregon,2020-10-17,135,heart
Oregon,2020-10-17,713,all
Oregon,2020-10-17,641,natural
Oregon,2020-10-24,149,cancer
Oregon,2020-10-24,142,heart
Oregon,2020-10-24,763,all
Oregon,2020-10-24,701,natural
Oregon,2020-10-31,138,cancer
Oregon,2020-10-31,152,heart
Oregon,2020-10-31,782,all
Oregon,2020-10-31,702,natural
Oregon,2020-11-07,172,cancer
Oregon,2020-11-07,135,heart
Oregon,2020-11-07,835,all
Oregon,2020-11-07,747,natural
Oregon,2020-11-14,172,cancer
Oregon,2020-11-14,162,heart
Oregon,2020-11-14,838,all
Oregon,2020-11-14,767,natural
Oregon,2020-11-21,144,cancer
Oregon,2020-11-21,145,heart
Oregon,2020-11-21,835,all
Oregon,2020-11-21,765,natural
Oregon,2020-11-28,148,cancer
Oregon,2020-11-28,154,heart
Oregon,2020-11-28,880,all
Oregon,2020-11-28,821,natural
Oregon,2020-12-05,166,cancer
Oregon,2020-12-05,161,heart
Oregon,2020-12-05,936,all
Oregon,2020-12-05,869,natural
Oregon,2020-12-12,178,cancer
Oregon,2020-12-12,157,heart
Oregon,2020-12-12,941,all
Oregon,2020-12-12,867,natural
Oregon,2020-12-19,178,cancer
Oregon,2020-12-19,171,heart
Oregon,2020-12-19,979,all
Oregon,2020-12-19,903,natural
Oregon,2020-12-26,168,cancer
Oregon,2020-12-26,155,heart
Oregon,2020-12-26,878,all
Oregon,2020-12-26,808,natural
Oregon,2021-01-02,163,cancer
Oregon,2021-01-02,144,heart
Oregon,2021-01-02,904,all
Oregon,2021-01-02,817,natural
Oregon,2021-01-09,162,cancer
Oregon,2021-01-09,131,heart
Oregon,2021-01-09,885,all
Oregon,2021-01-09,802,natural
Oregon,2021-01-16,169,cancer
Oregon,2021-01-16,163,heart
Oregon,2021-01-16,888,all
Oregon,2021-01-16,820,natural
Oregon,2021-01-23,175,cancer
Oregon,2021-01-23,148,heart
Oregon,2021-01-23,852,all
Oregon,2021-01-23,775,natural
Oregon,2021-01-30,157,cancer
Oregon,2021-01-30,135,heart
Oregon,2021-01-30,836,all
Oregon,2021-01-30,743,natural
Oregon,2021-02-06,160,cancer
Oregon,2021-02-06,137,heart
Oregon,2021-02-06,835,all
Oregon,2021-02-06,752,natural
Oregon,2021-02-13,149,cancer
Oregon,2021-02-13,135,heart
Oregon,2021-02-13,791,all
Oregon,2021-02-13,714,natural
Oregon,2021-02-20,187,cancer
Oregon,2021-02-20,166,heart
Oregon,2021-02-20,813,all
Oregon,2021-02-20,750,natural
Oregon,2021-02-27,163,cancer
Oregon,2021-02-27,134,heart
Oregon,2021-02-27,800,all
Oregon,2021-02-27,731,natural
Oregon,2021-03-06,181,cancer
Oregon,2021-03-06,162,heart
Oregon,2021-03-06,791,all
Oregon,2021-03-06,725,natural
Oregon,2021-03-13,154,cancer
Oregon,2021-03-13,159,heart
Oregon,2021-03-13,778,all
Oregon,2021-03-13,699,natural
Oregon,2021-03-20,181,cancer
Oregon,2021-03-20,139,heart
Oregon,2021-03-20,824,all
Oregon,2021-03-20,746,natural
Oregon,2021-03-27,172,cancer
Oregon,2021-03-27,126,heart
Oregon,2021-03-27,800,all
Oregon,2021-03-27,724,natural
Oregon,2021-04-03,168,cancer
Oregon,2021-04-03,148,heart
Oregon,2021-04-03,808,all
Oregon,2021-04-03,730,natural
Oregon,2021-04-10,170,cancer
Oregon,2021-04-10,135,heart
Oregon,2021-04-10,779,all
Oregon,2021-04-10,717,natural
Oregon,2021-04-17,152,cancer
Oregon,2021-04-17,165,heart
Oregon,2021-04-17,739,all
Oregon,2021-04-17,683,natural
Oregon,2021-04-24,174,cancer
Oregon,2021-04-24,122,heart
Oregon,2021-04-24,786,all
Oregon,2021-04-24,714,natural
Oregon,2021-05-01,167,cancer
Oregon,2021-05-01,140,heart
Oregon,2021-05-01,768,all
Oregon,2021-05-01,727,natural
Oregon,2021-05-08,154,cancer
Oregon,2021-05-08,143,heart
Oregon,2021-05-08,765,all
Oregon,2021-05-08,703,natural
Oregon,2021-05-15,169,cancer
Oregon,2021-05-15,132,heart
Oregon,2021-05-15,799,all
Oregon,2021-05-15,751,natural
Oregon,2021-05-22,151,cancer
Oregon,2021-05-22,140,heart
Oregon,2021-05-22,808,all
Oregon,2021-05-22,752,natural
Oregon,2021-05-29,163,cancer
Oregon,2021-05-29,125,heart
Oregon,2021-05-29,766,all
Oregon,2021-05-29,710,natural
Oregon,2021-06-05,151,cancer
Oregon,2021-06-05,131,heart
Oregon,2021-06-05,780,all
Oregon,2021-06-05,703,natural
Oregon,2021-06-12,163,cancer
Oregon,2021-06-12,143,heart
Oregon,2021-06-12,760,all
Oregon,2021-06-12,702,natural
Oregon,2021-06-19,139,cancer
Oregon,2021-06-19,158,heart
Oregon,2021-06-19,734,all
Oregon,2021-06-19,679,natural
Oregon,2021-06-26,147,cancer
Oregon,2021-06-26,115,heart
Oregon,2021-06-26,674,all
Oregon,2021-06-26,619,natural
Oregon,2021-07-03,131,cancer
Oregon,2021-07-03,114,heart
Oregon,2021-07-03,764,all
Oregon,2021-07-03,644,natural
Oregon,2021-07-10,116,cancer
Oregon,2021-07-10,85,heart
Oregon,2021-07-10,515,all
Oregon,2021-07-10,472,natural
Oregon,2021-07-17,60,cancer
Oregon,2021-07-17,58,heart
Oregon,2021-07-17,299,all
Oregon,2021-07-17,288,natural
Pennsylvania,2020-01-04,562,cancer
Pennsylvania,2020-01-04,667,heart
Pennsylvania,2020-01-04,2785,all
Pennsylvania,2020-01-04,2572,natural
Pennsylvania,2020-01-11,578,cancer
Pennsylvania,2020-01-11,712,heart
Pennsylvania,2020-01-11,2849,all
Pennsylvania,2020-01-11,2631,natural
Pennsylvania,2020-01-18,581,cancer
Pennsylvania,2020-01-18,655,heart
Pennsylvania,2020-01-18,2862,all
Pennsylvania,2020-01-18,2632,natural
Pennsylvania,2020-01-25,583,cancer
Pennsylvania,2020-01-25,656,heart
Pennsylvania,2020-01-25,2795,all
Pennsylvania,2020-01-25,2562,natural
Pennsylvania,2020-02-01,595,cancer
Pennsylvania,2020-02-01,622,heart
Pennsylvania,2020-02-01,2810,all
Pennsylvania,2020-02-01,2575,natural
Pennsylvania,2020-02-08,514,cancer
Pennsylvania,2020-02-08,694,heart
Pennsylvania,2020-02-08,2787,all
Pennsylvania,2020-02-08,2550,natural
Pennsylvania,2020-02-15,568,cancer
Pennsylvania,2020-02-15,674,heart
Pennsylvania,2020-02-15,2811,all
Pennsylvania,2020-02-15,2600,natural
Pennsylvania,2020-02-22,566,cancer
Pennsylvania,2020-02-22,687,heart
Pennsylvania,2020-02-22,2704,all
Pennsylvania,2020-02-22,2519,natural
Pennsylvania,2020-02-29,564,cancer
Pennsylvania,2020-02-29,637,heart
Pennsylvania,2020-02-29,2774,all
Pennsylvania,2020-02-29,2542,natural
Pennsylvania,2020-03-07,567,cancer
Pennsylvania,2020-03-07,645,heart
Pennsylvania,2020-03-07,2787,all
Pennsylvania,2020-03-07,2550,natural
Pennsylvania,2020-03-14,601,cancer
Pennsylvania,2020-03-14,634,heart
Pennsylvania,2020-03-14,2833,all
Pennsylvania,2020-03-14,2588,natural
Pennsylvania,2020-03-21,492,cancer
Pennsylvania,2020-03-21,586,heart
Pennsylvania,2020-03-21,2603,all
Pennsylvania,2020-03-21,2371,natural
Pennsylvania,2020-03-28,534,cancer
Pennsylvania,2020-03-28,618,heart
Pennsylvania,2020-03-28,2735,all
Pennsylvania,2020-03-28,2524,natural
Pennsylvania,2020-04-04,515,cancer
Pennsylvania,2020-04-04,672,heart
Pennsylvania,2020-04-04,3004,all
Pennsylvania,2020-04-04,2779,natural
Pennsylvania,2020-04-11,529,cancer
Pennsylvania,2020-04-11,676,heart
Pennsylvania,2020-04-11,3453,all
Pennsylvania,2020-04-11,3235,natural
Pennsylvania,2020-04-18,537,cancer
Pennsylvania,2020-04-18,700,heart
Pennsylvania,2020-04-18,3743,all
Pennsylvania,2020-04-18,3522,natural
Pennsylvania,2020-04-25,552,cancer
Pennsylvania,2020-04-25,688,heart
Pennsylvania,2020-04-25,3823,all
Pennsylvania,2020-04-25,3603,natural
Pennsylvania,2020-05-02,539,cancer
Pennsylvania,2020-05-02,584,heart
Pennsylvania,2020-05-02,3564,all
Pennsylvania,2020-05-02,3318,natural
Pennsylvania,2020-05-09,523,cancer
Pennsylvania,2020-05-09,679,heart
Pennsylvania,2020-05-09,3439,all
Pennsylvania,2020-05-09,3197,natural
Pennsylvania,2020-05-16,531,cancer
Pennsylvania,2020-05-16,646,heart
Pennsylvania,2020-05-16,3284,all
Pennsylvania,2020-05-16,3048,natural
Pennsylvania,2020-05-23,525,cancer
Pennsylvania,2020-05-23,585,heart
Pennsylvania,2020-05-23,2977,all
Pennsylvania,2020-05-23,2715,natural
Pennsylvania,2020-05-30,512,cancer
Pennsylvania,2020-05-30,554,heart
Pennsylvania,2020-05-30,2792,all
Pennsylvania,2020-05-30,2545,natural
Pennsylvania,2020-06-06,493,cancer
Pennsylvania,2020-06-06,562,heart
Pennsylvania,2020-06-06,2730,all
Pennsylvania,2020-06-06,2446,natural
Pennsylvania,2020-06-13,529,cancer
Pennsylvania,2020-06-13,583,heart
Pennsylvania,2020-06-13,2573,all
Pennsylvania,2020-06-13,2323,natural
Pennsylvania,2020-06-20,551,cancer
Pennsylvania,2020-06-20,584,heart
Pennsylvania,2020-06-20,2624,all
Pennsylvania,2020-06-20,2377,natural
Pennsylvania,2020-06-27,517,cancer
Pennsylvania,2020-06-27,563,heart
Pennsylvania,2020-06-27,2561,all
Pennsylvania,2020-06-27,2298,natural
Pennsylvania,2020-07-04,535,cancer
Pennsylvania,2020-07-04,577,heart
Pennsylvania,2020-07-04,2595,all
Pennsylvania,2020-07-04,2334,natural
Pennsylvania,2020-07-11,540,cancer
Pennsylvania,2020-07-11,568,heart
Pennsylvania,2020-07-11,2677,all
Pennsylvania,2020-07-11,2415,natural
Pennsylvania,2020-07-18,484,cancer
Pennsylvania,2020-07-18,574,heart
Pennsylvania,2020-07-18,2560,all
Pennsylvania,2020-07-18,2295,natural
Pennsylvania,2020-07-25,494,cancer
Pennsylvania,2020-07-25,558,heart
Pennsylvania,2020-07-25,2535,all
Pennsylvania,2020-07-25,2264,natural
Pennsylvania,2020-08-01,553,cancer
Pennsylvania,2020-08-01,586,heart
Pennsylvania,2020-08-01,2645,all
Pennsylvania,2020-08-01,2365,natural
Pennsylvania,2020-08-08,518,cancer
Pennsylvania,2020-08-08,561,heart
Pennsylvania,2020-08-08,2540,all
Pennsylvania,2020-08-08,2308,natural
Pennsylvania,2020-08-15,580,cancer
Pennsylvania,2020-08-15,588,heart
Pennsylvania,2020-08-15,2661,all
Pennsylvania,2020-08-15,2399,natural
Pennsylvania,2020-08-22,540,cancer
Pennsylvania,2020-08-22,577,heart
Pennsylvania,2020-08-22,2634,all
Pennsylvania,2020-08-22,2411,natural
Pennsylvania,2020-08-29,544,cancer
Pennsylvania,2020-08-29,551,heart
Pennsylvania,2020-08-29,2589,all
Pennsylvania,2020-08-29,2340,natural
Pennsylvania,2020-09-05,541,cancer
Pennsylvania,2020-09-05,566,heart
Pennsylvania,2020-09-05,2604,all
Pennsylvania,2020-09-05,2327,natural
Pennsylvania,2020-09-12,560,cancer
Pennsylvania,2020-09-12,577,heart
Pennsylvania,2020-09-12,2619,all
Pennsylvania,2020-09-12,2352,natural
Pennsylvania,2020-09-19,515,cancer
Pennsylvania,2020-09-19,628,heart
Pennsylvania,2020-09-19,2618,all
Pennsylvania,2020-09-19,2375,natural
Pennsylvania,2020-09-26,561,cancer
Pennsylvania,2020-09-26,606,heart
Pennsylvania,2020-09-26,2678,all
Pennsylvania,2020-09-26,2416,natural
Pennsylvania,2020-10-03,513,cancer
Pennsylvania,2020-10-03,612,heart
Pennsylvania,2020-10-03,2681,all
Pennsylvania,2020-10-03,2414,natural
Pennsylvania,2020-10-10,565,cancer
Pennsylvania,2020-10-10,599,heart
Pennsylvania,2020-10-10,2769,all
Pennsylvania,2020-10-10,2499,natural
Pennsylvania,2020-10-17,477,cancer
Pennsylvania,2020-10-17,578,heart
Pennsylvania,2020-10-17,2669,all
Pennsylvania,2020-10-17,2428,natural
Pennsylvania,2020-10-24,491,cancer
Pennsylvania,2020-10-24,614,heart
Pennsylvania,2020-10-24,2766,all
Pennsylvania,2020-10-24,2530,natural
Pennsylvania,2020-10-31,525,cancer
Pennsylvania,2020-10-31,651,heart
Pennsylvania,2020-10-31,2758,all
Pennsylvania,2020-10-31,2518,natural
Pennsylvania,2020-11-07,533,cancer
Pennsylvania,2020-11-07,637,heart
Pennsylvania,2020-11-07,2984,all
Pennsylvania,2020-11-07,2742,natural
Pennsylvania,2020-11-14,538,cancer
Pennsylvania,2020-11-14,647,heart
Pennsylvania,2020-11-14,3123,all
Pennsylvania,2020-11-14,2871,natural
Pennsylvania,2020-11-21,532,cancer
Pennsylvania,2020-11-21,654,heart
Pennsylvania,2020-11-21,3355,all
Pennsylvania,2020-11-21,3132,natural
Pennsylvania,2020-11-28,523,cancer
Pennsylvania,2020-11-28,693,heart
Pennsylvania,2020-11-28,3659,all
Pennsylvania,2020-11-28,3415,natural
Pennsylvania,2020-12-05,483,cancer
Pennsylvania,2020-12-05,691,heart
Pennsylvania,2020-12-05,3903,all
Pennsylvania,2020-12-05,3647,natural
Pennsylvania,2020-12-12,548,cancer
Pennsylvania,2020-12-12,752,heart
Pennsylvania,2020-12-12,4355,all
Pennsylvania,2020-12-12,4085,natural
Pennsylvania,2020-12-19,514,cancer
Pennsylvania,2020-12-19,834,heart
Pennsylvania,2020-12-19,4456,all
Pennsylvania,2020-12-19,4204,natural
Pennsylvania,2020-12-26,555,cancer
Pennsylvania,2020-12-26,734,heart
Pennsylvania,2020-12-26,4490,all
Pennsylvania,2020-12-26,4205,natural
Pennsylvania,2021-01-02,576,cancer
Pennsylvania,2021-01-02,736,heart
Pennsylvania,2021-01-02,4424,all
Pennsylvania,2021-01-02,4165,natural
Pennsylvania,2021-01-09,486,cancer
Pennsylvania,2021-01-09,661,heart
Pennsylvania,2021-01-09,4002,all
Pennsylvania,2021-01-09,3719,natural
Pennsylvania,2021-01-16,580,cancer
Pennsylvania,2021-01-16,678,heart
Pennsylvania,2021-01-16,3885,all
Pennsylvania,2021-01-16,3653,natural
Pennsylvania,2021-01-23,583,cancer
Pennsylvania,2021-01-23,751,heart
Pennsylvania,2021-01-23,3845,all
Pennsylvania,2021-01-23,3601,natural
Pennsylvania,2021-01-30,549,cancer
Pennsylvania,2021-01-30,676,heart
Pennsylvania,2021-01-30,3583,all
Pennsylvania,2021-01-30,3324,natural
Pennsylvania,2021-02-06,535,cancer
Pennsylvania,2021-02-06,678,heart
Pennsylvania,2021-02-06,3392,all
Pennsylvania,2021-02-06,3136,natural
Pennsylvania,2021-02-13,521,cancer
Pennsylvania,2021-02-13,665,heart
Pennsylvania,2021-02-13,3229,all
Pennsylvania,2021-02-13,2973,natural
Pennsylvania,2021-02-20,558,cancer
Pennsylvania,2021-02-20,643,heart
Pennsylvania,2021-02-20,3115,all
Pennsylvania,2021-02-20,2862,natural
Pennsylvania,2021-02-27,532,cancer
Pennsylvania,2021-02-27,621,heart
Pennsylvania,2021-02-27,2886,all
Pennsylvania,2021-02-27,2646,natural
Pennsylvania,2021-03-06,506,cancer
Pennsylvania,2021-03-06,627,heart
Pennsylvania,2021-03-06,2757,all
Pennsylvania,2021-03-06,2527,natural
Pennsylvania,2021-03-13,538,cancer
Pennsylvania,2021-03-13,554,heart
Pennsylvania,2021-03-13,2697,all
Pennsylvania,2021-03-13,2448,natural
Pennsylvania,2021-03-20,560,cancer
Pennsylvania,2021-03-20,577,heart
Pennsylvania,2021-03-20,2796,all
Pennsylvania,2021-03-20,2558,natural
Pennsylvania,2021-03-27,492,cancer
Pennsylvania,2021-03-27,593,heart
Pennsylvania,2021-03-27,2685,all
Pennsylvania,2021-03-27,2450,natural
Pennsylvania,2021-04-03,520,cancer
Pennsylvania,2021-04-03,553,heart
Pennsylvania,2021-04-03,2609,all
Pennsylvania,2021-04-03,2377,natural
Pennsylvania,2021-04-10,544,cancer
Pennsylvania,2021-04-10,585,heart
Pennsylvania,2021-04-10,2759,all
Pennsylvania,2021-04-10,2509,natural
Pennsylvania,2021-04-17,519,cancer
Pennsylvania,2021-04-17,626,heart
Pennsylvania,2021-04-17,2830,all
Pennsylvania,2021-04-17,2609,natural
Pennsylvania,2021-04-24,503,cancer
Pennsylvania,2021-04-24,594,heart
Pennsylvania,2021-04-24,2771,all
Pennsylvania,2021-04-24,2553,natural
Pennsylvania,2021-05-01,505,cancer
Pennsylvania,2021-05-01,593,heart
Pennsylvania,2021-05-01,2666,all
